TIME,FLUX,FLUX_ERR
0.0,0.9930125907686529,0.01
0.05005005005005005,1.0000988370696562,0.01
0.1001001001001001,1.011214154480942,0.01
0.15015015015015015,1.0199473307590499,0.01
0.2002002002002002,0.9968419886535248,0.01
0.2502502502502503,0.9988500245882422,0.01
0.3003003003003003,1.0061542024595056,0.01
0.3503503503503504,0.9917970445385029,0.01
0.4004004004004004,1.0019147228716123,0.01
0.45045045045045046,1.0087991516485149,0.01
0.5005005005005005,0.9990969973732242,0.01
0.5505505505505506,0.9978231837173451,0.01
0.6006006006006006,0.9835918394386967,0.01
0.6506506506506506,0.9850290062195097,0.01
0.7007007007007008,1.0048072929412777,0.01
0.7507507507507508,0.9890853314385057,0.01
0.8008008008008008,0.9880086419104652,0.01
0.8508508508508509,0.9960252283595393,0.01
0.9009009009009009,0.994123083053157,0.01
0.9509509509509511,0.9910329007190853,0.01
1.001001001001001,0.9961339462539062,0.01
1.0510510510510511,0.992909499501856,0.01
1.1011011011011012,1.0074233120370872,0.01
1.1511511511511512,0.9967361569121213,0.01
1.2012012012012012,0.9991149408763089,0.01
1.2512512512512513,0.9721003631779952,0.01
1.3013013013013013,1.0094896477558888,0.01
1.3513513513513515,0.9895713991674755,0.01
1.4014014014014016,0.9999835475442579,0.01
1.4514514514514516,1.0111507505653194,0.01
1.5015015015015016,1.0066791472306158,0.01
1.5515515515515517,1.0006337214042227,0.01
1.6016016016016017,0.9826523881208902,0.01
1.6516516516516517,0.995516473926021,0.01
1.7017017017017018,1.016272032204039,0.01
1.7517517517517518,1.0005975640388778,0.01
1.8018018018018018,1.0017914568992947,0.01
1.8518518518518519,0.9961303520628887,0.01
1.9019019019019021,1.0109500701278136,0.01
1.9519519519519521,1.0310763038596322,0.01
2.002002002002002,1.0004231695763395,0.01
2.052052052052052,1.0028633643263438,0.01
2.1021021021021022,0.9928324725318559,0.01
2.1521521521521523,1.0035968383846352,0.01
2.2022022022022023,1.0050679654054293,0.01
2.2522522522522523,0.9942320683049675,0.01
2.3023023023023024,0.9923832793088523,0.01
2.3523523523523524,1.0095694454669926,0.01
2.4024024024024024,1.0071632247875562,0.01
2.4524524524524525,0.9923566012569229,0.01
2.5025025025025025,0.9899516753896829,0.01
2.5525525525525525,1.014053456156477,0.01
2.6026026026026026,0.9931599031332644,0.01
2.6526526526526526,0.9862039292124811,0.01
2.702702702702703,0.9934210872042539,0.01
2.752752752752753,0.9854685656001422,0.01
2.802802802802803,1.0047646329337805,0.01
2.852852852852853,0.9865758049969292,0.01
2.902902902902903,1.00711362075092,0.01
2.9529529529529532,0.997159373430421,0.01
3.0030030030030033,0.9970141098241492,0.01
