TIME,FLUX,FLUX_ERR
0.0,1.017748325260694,0.01
0.05005005005005005,1.0075414220261207,0.01
0.1001001001001001,0.9881756477723006,0.01
0.15015015015015015,0.9906905180236827,0.01
0.2002002002002002,0.9906058127822173,0.01
0.2502502502502503,1.0170620243479553,0.01
0.3003003003003003,0.98750369026229,0.01
0.3503503503503504,0.9930397870267281,0.01
0.4004004004004004,0.9942912641798047,0.01
0.45045045045045046,0.9879636097146154,0.01
0.5005005005005005,0.9929459067188242,0.01
0.5505505505505506,1.0050383999162986,0.01
0.6006006006006006,0.9951486449412954,0.01
0.6506506506506506,0.9831742532060518,0.01
0.7007007007007008,1.0075846318263464,0.01
0.7507507507507508,1.0063817060513933,0.01
0.8008008008008008,0.9944567214302585,0.01
0.8508508508508509,0.9852322013692917,0.01
0.9009009009009009,1.0090638276324222,0.01
0.9509509509509511,0.9880618670649643,0.01
1.001001001001001,1.003518329567181,0.01
1.0510510510510511,1.0089406066686548,0.01
1.1011011011011012,1.0142811111337848,0.01
1.1511511511511512,0.9971393925894065,0.01
1.2012012012012012,0.9853423061331505,0.01
1.2512512512512513,1.0113504037285597,0.01
1.3013013013013013,0.9842500591500809,0.01
1.3513513513513515,1.0153671055294557,0.01
1.4014014014014016,1.009633915891447,0.01
1.4514514514514516,1.0175625040288225,0.01
1.5015015015015016,0.992652805345852,0.01
1.5515515515515517,1.008953055212331,0.01
1.6016016016016017,0.9852686495492337,0.01
1.6516516516516517,1.0114714962425846,0.01
1.7017017017017018,0.9993671400000204,0.01
1.7517517517517518,0.9945960907598345,0.01
1.8018018018018018,0.9802777471995782,0.01
1.8518518518518519,1.0110645000931442,0.01
1.9019019019019021,1.002133090018634,0.01
1.9519519519519521,0.9985300083891335,0.01
2.002002002002002,0.9896812094184579,0.01
2.052052052052052,1.0022477972213013,0.01
2.1021021021021022,0.9760662867045469,0.01
2.1521521521521523,0.9950962724930921,0.01
2.2022022022022023,1.0044764582876802,0.01
2.2522522522522523,1.0089122388713339,0.01
2.3023023023023024,0.9988591908854252,0.01
2.3523523523523524,1.0052732054838374,0.01
2.4024024024024024,1.0142169247065485,0.01
2.4524524524524525,1.0023127331905197,0.01
2.5025025025025025,1.0021953889300543,0.01
2.5525525525525525,0.9972438331167995,0.01
2.6026026026026026,1.0011092556497296,0.01
2.6526526526526526,0.9929744828196087,0.01
2.702702702702703,0.9999601647395123,0.01
2.752752752752753,0.9971204052751076,0.01
2.802802802802803,0.9910038380834262,0.01
2.852852852852853,0.9924329945850122,0.01
2.902902902902903,1.0000118889441858,0.01
2.9529529529529532,1.0138022149533337,0.01
3.0030030030030033,0.9768472306755902,0.01
3.0530530530530533,0.9914923150858544,0.01
3.1031031031031033,1.0077556885717638,0.01
3.1531531531531534,0.9905496493937894,0.01
3.2032032032032034,0.9850742227699536,0.01
3.2532532532532534,1.0082757639380342,0.01
3.3033033033033035,1.0198344461389381,0.01
3.3533533533533535,0.9954479786506002,0.01
3.4034034034034035,0.9920998483650719,0.01
3.4534534534534536,1.0104835534951668,0.01
