TIME,FLUX,FLUX_ERR
0.0,1.003160435451047,0.01
0.05005005005005005,1.0067856556699246,0.01
0.1001001001001001,1.0024180929257382,0.01
0.15015015015015015,1.0056612446680524,0.01
0.2002002002002002,1.0090124277977643,0.01
0.2502502502502503,0.9789500245460085,0.01
0.3003003003003003,1.0054305125325942,0.01
0.3503503503503504,1.0105856266626105,0.01
0.4004004004004004,1.000213682311853,0.01
0.45045045045045046,1.0057847940433473,0.01
0.5005005005005005,0.9919789971464916,0.01
0.5505505505505506,0.9987380028666307,0.01
0.6006006006006006,0.9973813170045558,0.01
0.6506506506506506,1.0022328864952508,0.01
0.7007007007007008,1.01874801041279,0.01
0.7507507507507508,0.9914486031050778,0.01
0.8008008008008008,0.999804693256608,0.01
0.8508508508508509,0.9952631122321981,0.01
0.9009009009009009,1.0171545909477167,0.01
0.9509509509509511,1.002779921352495,0.01
1.001001001001001,1.0058219249396376,0.01
1.0510510510510511,0.9988861224103255,0.01
1.1011011011011012,0.9947793830305328,0.01
1.1511511511511512,0.99179835360948,0.01
1.2012012012012012,1.0003253599681692,0.01
1.2512512512512513,0.9935750078852017,0.01
1.3013013013013013,1.0216979400852557,0.01
1.3513513513513515,0.9974949214719657,0.01
1.4014014014014016,0.9935217766727401,0.01
1.4514514514514516,0.9902184634246439,0.01
1.5015015015015016,1.0043559444702868,0.01
1.5515515515515517,1.008174825664585,0.01
1.6016016016016017,1.0179987699131439,0.01
1.6516516516516517,1.006592546760233,0.01
1.7017017017017018,1.007643307414562,0.01
1.7517517517517518,1.0067653046081528,0.01
1.8018018018018018,1.0121991500135101,0.01
1.8518518518518519,1.003900873791863,0.01
1.9019019019019021,0.9999303321808756,0.01
1.9519519519519521,1.0015214782321893,0.01
2.002002002002002,1.0052446464784899,0.01
2.052052052052052,1.0023220963957895,0.01
2.1021021021021022,0.9925980196850079,0.01
2.1521521521521523,0.9903627925557362,0.01
2.2022022022022023,1.0003950607596075,0.01
2.2522522522522523,1.0030601522033338,0.01
2.3023023023023024,0.9987097708802227,0.01
2.3523523523523524,1.0005484504173754,0.01
2.4024024024024024,1.0157761817252073,0.01
2.4524524524524525,1.0266200559791303,0.01
2.5025025025025025,1.0000327211470887,0.01
2.5525525525525525,1.0018864029246612,0.01
2.6026026026026026,1.0056742005268242,0.01
2.6526526526526526,1.012504255514236,0.01
2.702702702702703,1.0047201834659232,0.01
2.752752752752753,1.0064505926951623,0.01
2.802802802802803,0.9875304674678498,0.01
2.852852852852853,0.994296087775883,0.01
2.902902902902903,0.9972530557529784,0.01
2.9529529529529532,0.9963979351240893,0.01
3.0030030030030033,1.000256900480267,0.01
3.0530530530530533,1.0138123366664997,0.01
3.1031031031031033,0.9892445087944516,0.01
3.1531531531531534,0.9822090181377483,0.01
3.2032032032032034,0.9946065938932275,0.01
3.2532532532532534,1.0174938109448257,0.01
3.3033033033033035,1.000746315975202,0.01
3.3533533533533535,0.9948118484830841,0.01
3.4034034034034035,1.0082871525114365,0.01
3.4534534534534536,0.9885648404794636,0.01
3.5035035035035036,0.9880909251832747,0.01
3.5535535535535536,1.001202327255631,0.01
